      10000.0  3.57926e-15
      12589.3  2.15786e-15
      15848.9  1.30093e-15
      19952.6  7.84302e-16
      25118.9  4.72839e-16
      31622.8  2.85064e-16
      39810.7  1.71859e-16
      50118.7  1.03610e-16
      63095.7  6.24644e-17
      79432.8  3.76585e-17
      100000.  2.27035e-17
      125893.  1.36874e-17
      158489.  8.25187e-18
      199526.  4.97488e-18
      251189.  2.99925e-18
      316228.  1.80818e-18
      398107.  1.09011e-18
      501187.  6.57207e-19
      630957.  3.96216e-19
      794328.  2.38870e-19
  1.00000e+06  1.44010e-19
  1.25893e+06  8.68203e-20
  1.58489e+06  5.23422e-20
  1.99526e+06  3.15560e-20
  2.51189e+06  1.90244e-20
  3.16228e+06  1.14694e-20
  3.98107e+06  6.91467e-21
  5.01187e+06  4.16871e-21
  6.30957e+06  2.51323e-21
  7.94328e+06  1.51517e-21
  1.00000e+07  9.13463e-22
  1.25893e+07  5.50707e-22
  1.58489e+07  3.32010e-22
  1.99526e+07  2.00162e-22
  2.51189e+07  1.20673e-22
  3.16228e+07  7.27513e-23
  3.98107e+07  4.38602e-23
  5.01187e+07  2.64424e-23
  6.30957e+07  1.59416e-23
  7.94328e+07  9.61082e-24
  1.00000e+08  5.79416e-24
