      10000.0  3.57926e-15
      12589.3  2.15786e-15
      15848.9  1.30093e-15
      19952.6  7.84302e-16
      25118.9  4.72839e-16
      31622.8  2.85064e-16
      39810.7  1.71859e-16
      50118.7  1.03610e-16
      63095.7  6.24644e-17
      79432.8  3.76585e-17
      100000.  2.27035e-17
      125893.  1.36874e-17
      158489.  8.25187e-18
      199526.  4.97488e-18
      251189.  2.99925e-18
      316228.  1.80818e-18
      
